schedule[0].date,schedule[0].day,schedule[0].sessions[0].instructor,schedule[0].sessions[0].location.address,schedule[0].sessions[0].location.room,schedule[0].sessions[0].subject,schedule[0].sessions[0].time,schedule[0].sessions[0].type,schedule[0].sessions[1].break,schedule[0].sessions[2].instructor,schedule[0].sessions[2].location.address,schedule[0].sessions[2].location.room,schedule[0].sessions[2].subject,schedule[0].sessions[2].time,schedule[0].sessions[2].type,schedule[0].sessions[3].instructor,schedule[0].sessions[3].location.address,schedule[0].sessions[3].location.room,schedule[0].sessions[3].subject,schedule[0].sessions[3].time,schedule[0].sessions[3].type,schedule[1].date,schedule[1].day,schedule[1].sessions[0].instructor,schedule[1].sessions[0].location.address,schedule[1].sessions[0].location.room,schedule[1].sessions[0].subject,schedule[1].sessions[0].time,schedule[1].sessions[0].type,schedule[1].sessions[1].break,schedule[1].sessions[2].instructor,schedule[1].sessions[2].location.address,schedule[1].sessions[2].location.room,schedule[1].sessions[2].subject,schedule[1].sessions[2].time,schedule[1].sessions[2].type,schedule[1].sessions[3].instructor,schedule[1].sessions[3].location.address,schedule[1].sessions[3].location.room,schedule[1].sessions[3].subject,schedule[1].sessions[3].time,schedule[1].sessions[3].type
13 ноября,Среда,Гаврилов Антон Валерьевич,"ул. Ломоносова, д.9, лит. М",Актовый зал (1216/0 (усл)),Программирование,08:20 - 09:50,Лекция,9:50 - 11:40,Бобрусь Александр Владимирович,"Кронверкский пр., д.49, лит.А",1324,Программирование,11:40 - 13:10,Лабораторная,Бобрусь Александр Владимирович,"Кронверкский пр., д.49, лит.А",1324,Программирование,13:30 - 15:00,Лабораторная,16 ноября,Суббота,Оксана Колегова,"ул. Ломоносова, д.9, лит. М",2222,Язык_специальности,11:40 - 16:30,Лекция,16:30 - 17:00,васильев Андрей Владимирович,zoom,zoom,История российской наук и техники,17:00 - 18:30,консультация,васильев Андрей Владимирович,,,История российской наук и техники,18:40 - 20:10,консультация
